Composition,Density
Tm1 Al1 Cu1,7.776460672559204
Tm1 Al1 Cu4,8.184591935024274
Tm1 Al1 Ga1,7.314765950821585
Tm1 Al1 Ge1,7.4213875932098174
Tm1 Al1 Ni1,8.039958997817125
Tm1 Al1 Ni4,8.496718117135343
Tm1 Al1 Si1,6.507801806834336
Tm1 Al1 Zn1,7.233788804182598
Tm1 Al2,6.242120066991949
Tm1 Al2 Ge2,5.891427887793192
Tm1 Al2 Ni1,6.7548523547912405
Tm1 Al3,5.426218916992727
Tm1 As1,8.515822342257065
Tm1 As3,7.802104605357404
Tm1 Au1,13.119849344191037
Tm1 Au2,15.065983438634149
Tm1 Au3,15.914108557893892
Tm1 Au4,16.513730715792732
Tm1 B1 Pd3,10.44268872737274
Tm1 B1 Rh3,11.049130683521716
Tm1 B2,9.109008829281487
Tm1 B2 Ir3,15.7237473954177
Tm1 B2 Rh3,10.471506844005992
Tm1 B2 Ru3,10.379197133208258
Tm1 B6,5.713044948730394
Tm1 Be1 Cu4,8.702128618011095
Tm1 Be1 O3,8.481347431994259
Tm1 Bi1,10.191499064088209
Tm1 Bi1 Pd1,10.771946801672726
Tm1 Bi1 Pd2,11.927674554290274
Tm1 Bi1 Pt1,12.68534785806212
Tm1 Bi1 Rh1,10.518823105204156
Tm1 Bi1 Te3,7.108305291875725
Tm1 Bi2 Br1 O4,8.65940498370539
Tm1 Bi2 Cl1 O4,8.44149754336076
Tm1 Bi2 I1 O4,8.683084204108507
Tm1 Bi3,10.897512237890744
Tm1 Br1,7.319191996126452
Tm1 Br1 O1,6.10942835008538
Tm1 Br3,3.948455443165928
Tm1 C2,8.08153364842853
Tm1 Cd1,9.200750728213755
Tm1 Cd1 Ag2,9.870621938309228
Tm1 Cd1 Au1,11.807573130719058
Tm1 Cd1 Au2,13.44179124731969
Tm1 Cd1 Cu4,9.67553503009086
Tm1 Cd1 Hg2,12.156874812091733
Tm1 Cd1 Ni4,10.07822098457988
Tm1 Cd1 Pd2,10.726090671718936
Tm1 Cd1 Pt2,14.541170711325169
Tm1 Cd1 Rh2,11.23347993495012
Tm1 Cd2,8.069738582222286
Tm1 Cd3,8.931831574578661
Tm1 Cl1 O1,5.16562656790815
Tm1 Cl3,3.959802151608826
Tm1 Co1 C1,9.143111058667005
Tm1 Co1 C2,8.974300329032005
Tm1 Co1 Ge2,8.838855701212921
Tm1 Co1 Si2,7.440913616902836
Tm1 Co2,10.62257551753854
Tm1 Co2 B2 C1,8.432196723540697
Tm1 Co2 Ge2,9.193120009422882
Tm1 Co2 Si2,7.914242701313317
Tm1 Co2 Sn1,10.371790991449624
Tm1 Co3 B2,9.470211590697932
Tm1 Cr1 O3,7.925818869102425
Tm1 Cr2 Si2,7.00215022850576
Tm1 Cu1,9.692169405263742
Tm1 Cu1 As2,8.628966447205341
Tm1 Cu1 Ge1,9.122214866314582
Tm1 Cu1 Pb1,10.8451644138668
Tm1 Cu1 Sb2,8.7269481455825
Tm1 Cu1 Se2,7.143204298217571
Tm1 Cu1 Si1,8.054080070403
Tm1 Cu1 Sn1,9.209981703466507
Tm1 Cu1 Te2,7.2876736349129105
Tm1 Cu2,9.544707769385424
Tm1 Cu2 Ge2,8.546104512710095
Tm1 Cu2 S2,7.1385325660324055
Tm1 Cu2 Si2,7.5724963437776065
Tm1 Cu4 Ag1,9.894115555950194
Tm1 Cu5,9.522537688501002
Tm1 F3,9.005640154699686
Tm1 Fe1 Cu1,10.07040700659334
Tm1 Fe1 Ge2,8.66611342984665
Tm1 Fe2,10.050686868425236
Tm1 Fe2 B2,8.803954457969963
Tm1 Fe2 Ge2,8.916330242188346
Tm1 Fe2 O4,6.471440129694593
Tm1 Fe2 Si2,7.618867537520222
Tm1 Ga1,8.593181615811758
Tm1 Ga1 Ag1,9.218471590951747
Tm1 Ga1 Au1,11.78826090544677
Tm1 Ga1 Cu2,9.43959078398793
Tm1 Ga1 Ni2,9.825041101120512
Tm1 Ga1 Pd2,10.58367656462138
Tm1 Ga1 Rh2,11.195452505887202
Tm1 Ga2,8.608977321090435
Tm1 Ga2 Ni1,8.970673613638578
Tm1 Ga2 Pd1,9.38634377152954
Tm1 Ga3,8.199277552218721
Tm1 Ga5 Co1,7.9383888703946015
Tm1 Ge1,9.138930655871128
Tm1 Ge1 Au1,11.782537035603074
Tm1 Ge1 O3,8.187265194775403
Tm1 Ge1 Pd1,9.904306975476752
Tm1 Ge2,8.386307104707795
Tm1 Ge2 Rh2,9.85351053415623
Tm1 Ge2 Ru2,9.635826499439538
Tm1 Ge3,7.85068188601909
Tm1 H2,8.631173542988828
Tm1 Hf1 Co2,11.60270948599077
Tm1 Hf1 Ir2,16.427613513723077
Tm1 Hf1 Os2,16.758906371047953
Tm1 Hf1 Ru2,12.758656439061038
Tm1 Hg1,12.28996841680802
Tm1 Hg3,13.633193179113531
Tm1 I1 O1,6.911049941389301
Tm1 I2,6.004705926163838
Tm1 I3,3.902038752301893
Tm1 In1,9.133222374113894
Tm1 In1 Ag2,9.790893887283426
Tm1 In1 Au1,11.773895543297522
Tm1 In1 Au2,13.328954043041616
Tm1 In1 Co4,10.016203357376224
Tm1 In1 Cu2,9.569971541934931
Tm1 In1 Cu4,9.599632861371433
Tm1 In1 Ni1,9.575877415856423
Tm1 In1 Ni4,10.043388793535934
Tm1 In1 Pd1,9.999718588679103
Tm1 In1 Pd2,10.759756812246131
Tm1 In1 Pt1,12.340150185635016
Tm1 In1 Pt2,14.58926862623491
Tm1 In1 Rh1,10.18356378289526
Tm1 In1 Rh2,11.27877468058149
Tm1 In2 Sn1,8.575457981180675
Tm1 In3,8.665434339678052
Tm1 In5 Co1,8.529133943409692
Tm1 In5 Rh1,8.613874650293429
Tm1 Ir1,15.498685342120284
Tm1 Ir2,17.15189759127879
Tm1 Lu1 Ag2,10.181620996681533
Tm1 Lu1 Au2,13.701178337138096
Tm1 Lu1 Co2,10.902152498008492
Tm1 Lu1 Cu2,9.93995354661282
Tm1 Lu1 Hg2,12.570778673075356
Tm1 Lu1 In2,9.286371006495004
Tm1 Lu1 Ir2,15.782956160733796
Tm1 Lu1 Mg2,6.210436279906579
Tm1 Lu1 Pd2,11.245732759910872
Tm1 Lu1 Rh2,11.857975836848716
Tm1 Lu1 Ru2,12.116242241676751
Tm1 Lu1 Tl2,11.82891911649975
Tm1 Lu1 Zn2,9.214697592853293
Tm1 Lu3,9.725900757473717
Tm1 Mg1,6.081920142481172
Tm1 Mg1 Ag1,7.20319686816054
Tm1 Mg1 Ag2,8.097226955101302
Tm1 Mg1 Au1,9.612166525838706
Tm1 Mg1 Au2,11.94716412484237
Tm1 Mg1 Cd2,7.527730958724928
Tm1 Mg1 Ga1,6.612612194980234
Tm1 Mg1 Hg2,10.846567584037311
Tm1 Mg1 In1,6.833071722891979
Tm1 Mg1 Pd1,7.805811415292355
Tm1 Mg1 Pd2,8.984077907651809
Tm1 Mg1 Pt2,13.02309871655804
Tm1 Mg1 Rh2,9.561030964640002
Tm1 Mg1 Sn1,6.8774965493557545
Tm1 Mg1 Tl1,8.788517633220742
Tm1 Mg1 Zn2,6.890100166151367
Tm1 Mg2,4.732794370858655
Tm1 Mg2 Sc1,4.3947732745720405
Tm1 Mg3,4.024026698817883
Tm1 Mg5,3.2788037237453107
Tm1 Mn1 Ge1,8.988417299038913
Tm1 Mn1 In1,8.304882675423016
Tm1 Mn1 Rh2,10.639246992571934
Tm1 Mn1 Si2,6.815655931806912
Tm1 Mn2 Ge2,8.513941137640291
Tm1 Mn2 Si2,7.27697351537394
Tm1 N1,10.902962439936948
Tm1 Nb1 Os2,15.272760292200044
Tm1 Nb1 Ru2,11.124629215975434
Tm1 Ni1,9.882065394130745
Tm1 Ni1 As1,9.372493139692011
Tm1 Ni1 Bi1,10.925302282172048
Tm1 Ni1 C2,8.880615456362209
Tm1 Ni1 Ge1,9.466145634786749
Tm1 Ni1 Ge2,8.853483923178004
Tm1 Ni1 Sb1,9.317107225687996
Tm1 Ni2,10.587368248198436
Tm1 Ni2 B2 C1,8.309262229712736
Tm1 Ni2 Ge2,9.004142089185844
Tm1 Ni2 P2,8.399428813581858
Tm1 Ni2 Sn1,10.076434387862024
Tm1 Ni4 Au1,11.968401338430803
Tm1 Ni5,9.623696283234242
Tm1 O2,7.77154264545923
Tm1 O3,6.056440930828505
Tm1 Os3,18.53129716952057
Tm1 P1,7.616496429277321
Tm1 P1 Pt1,11.722077903741509
Tm1 Pb3,11.301905618192668
Tm1 Pd1,10.98683074028717
Tm1 Pd2 Pb1,12.169906572121224
Tm1 Pd3,11.76098665358888
Tm1 Pt1,14.052284153937569
Tm1 Pt2,16.574211541647507
Tm1 Pt3,18.26313771022465
Tm1 Re1 Tc2,13.853749443166294
Tm1 Rh1,11.659312642798566
Tm1 Rh2,11.731383931515628
Tm1 Rh2 Pb1,12.831981687227152
Tm1 Rh3,12.162024458888371
Tm1 Rh3 C1,11.275523144401022
Tm1 Ru3,12.090460426416126
Tm1 Ru3 C1,11.309245210423336
Tm1 S1,8.331173672185798
Tm1 S1 I1,6.145892829798269
Tm1 S2,6.633509799566916
Tm1 Sb1,8.35330652870044
Tm1 Sb1 Pd1,8.798936339709007
Tm1 Sb1 Pd2,10.728634620552064
Tm1 Sb1 Pt1,11.41446053507871
Tm1 Sb1 Rh2,11.36928954440813
Tm1 Sb2,8.120493900543456
Tm1 Sb3,8.25119441017319
Tm1 Sc1 Hg2,10.906378756777425
Tm1 Sc1 O3,6.7863848723812135
Tm1 Sc1 Pd2,9.063052763378495
Tm1 Sc1 Ru2,9.729094115486404
Tm1 Sc1 Zn2,7.000438637724932
Tm1 Se1,8.99126697879171
Tm1 Se1 I1,0.2003721292278271
Tm1 Se2,8.05715702793152
Tm1 Si1,7.890332270118202
Tm1 Si1 Ag1,8.626863853572777
Tm1 Si2,6.72106870580147
Tm1 Si2 Ni1,7.413446240314768
Tm1 Si2 Ni2,7.754047189377698
Tm1 Si2 Os2,12.056740753590944
Tm1 Si2 Pd2,8.54093895419729
Tm1 Si2 Pt2,11.614127672516556
Tm1 Si2 Rh2,8.784402972582035
Tm1 Si2 Ru2,8.588176676644771
Tm1 Si3,6.077749270910994
Tm1 Sn1 Au1,10.778079322255897
Tm1 Sn1 Ge1,8.609635861720909
Tm1 Sn1 Ir1,12.724502845911656
Tm1 Sn1 Pd1,10.163968593149264
Tm1 Sn1 Pd2,10.8248958527586
Tm1 Sn1 Pt1,12.472205564817564
Tm1 Sn1 Pt2,13.700008108125749
Tm1 Sn1 Rh1,10.414140225831575
Tm1 Sn1 Rh2,11.355976532891685
Tm1 Sn1 Ru2,11.48740535447699
Tm1 Sn2,8.71114136763197
Tm1 Sn3,8.111281371180619
Tm1 Ta1 Os2,17.448402224406593
Tm1 Ta1 Ru2,13.304047120328258
Tm1 Ta3,14.71264118165038
Tm1 Tc2 W1,13.527269917705432
Tm1 Te1,8.609294030695718
Tm1 Te2,8.186730980511143
Tm1 Te3,7.141255946210468
Tm1 Ti1 Ge1,7.823329839304914
Tm1 Ti2 Ga4,7.302528846517842
Tm1 Tl1,11.644818718117994
Tm1 Tl1 O2,10.056629795259925
Tm1 Tl1 Rh2,13.03862885439898
Tm1 Tl1 S2,7.027914095247433
Tm1 Tl1 Se2,7.611918785732199
Tm1 Tl1 Te2,7.51663109373184
Tm1 Tl3,12.04902446585911
Tm1 Zn1,8.889371009889864
Tm1 Zn1 Ga1,8.565358159728303
Tm1 Zn1 Pd1,9.773116549951435
Tm1 Zn1 Pd2,10.502311393621198
Tm1 Zn1 Rh2,11.065530662139476
Tm1 Zn1 Sn2,8.491943387053704
Tm1 Zn2,8.454838176072936
Tm1 Zr1,8.184553828931389
Tm1 Zr1 Co2,9.28679015669838
Tm1 Zr1 Os2,14.502727477908431
Tm1 Zr1 Ru2,10.546944361182645
Tm1 Zr1 Sb1,8.510051883760047
Tm1 Zr3,7.406729725665605
Tm2 Ag1 Au1,11.793015268058529
Tm2 Ag1 Hg1,11.16803860125535
Tm2 Ag1 Ir1,12.667313862046898
Tm2 Ag1 Os1,12.789740305272344
Tm2 Ag1 Pt1,12.312726619293215
Tm2 Ag1 Ru1,10.89689035098076
Tm2 Ag1 Sb3,0.4204056449834125
Tm2 Al1 Ni2,8.84052532489585
Tm2 Al1 Os1,11.206759473561805
Tm2 Al1 Ru1,9.379650117044903
Tm2 Al1 Si2,7.058944259483033
Tm2 Al1 Zn1,8.015783020284315
Tm2 Al3 Si2,6.046197374806523
Tm2 Be1 Os1,11.692620354005804
Tm2 Br2 F1,4.360661237774373
Tm2 C1,8.948004233671787
Tm2 C1 N2 O2,7.1962380530221655
Tm2 Cd1 Hg1,10.736191710783626
Tm2 Cd1 In1,9.206213132119595
Tm2 Cd1 Os1,12.384498396931534
Tm2 Co1 Cu1,10.14142899070151
Tm2 Co1 Ge4,8.695306137149341
Tm2 Co1 Ir1,12.99558034146779
Tm2 Co1 Os1,13.08921194980508
Tm2 Co1 Ru1,11.219453533497957
Tm2 Cr2 C3,8.691772636511882
Tm2 Cu1 Au1,11.713703168154089
Tm2 Cu1 Ge6,8.07151697652621
Tm2 Cu1 Ir1,12.576977916307325
Tm2 Cu1 O4,9.071697030591393
Tm2 Cu1 Os1,12.661066868468447
Tm2 Cu1 Pd1,10.337247754817785
Tm2 Cu1 Pt1,12.304674187739032
Tm2 Cu1 Rh1,10.655417744528464
Tm2 Cu1 Ru1,10.876348707416392
Tm2 Cu1 Sb3,0.3308080928303118
Tm2 Cu1 Tc1,10.79957720502253
Tm2 Fe1 Ge4,8.58253277611041
Tm2 Fe1 Si4,7.008268718634207
Tm2 Fe2 Si2 C1,8.221256480286518
Tm2 Ga1 Co2,9.828740428055568
Tm2 Ga1 Cu1,9.368896743681466
Tm2 Ga1 Ni2,9.620247668353942
Tm2 Ga1 Os1,12.225151551373
Tm2 Ga1 Ru1,10.386635385957993
Tm2 Ga3 Cu1,8.732451269064175
Tm2 Ga3 Ni1,8.920985236011234
Tm2 Ge3,8.028363138107299
Tm2 Ge6 Pd1,8.159778649475365
Tm2 Ge6 Pt1,8.871421160631341
Tm2 Hg1 Os1,14.081003474577264
Tm2 I2 F1,4.470111755660099
Tm2 I2 O1,3.764153532828731
Tm2 In1,9.201100315533033
Tm2 In1 Ag1,9.461226931399484
Tm2 In1 Hg1,10.636417251811745
Tm2 In1 Ni2,9.62678925119121
Tm2 In1 Os1,12.21507311358448
Tm2 Ir1 Os1,15.603363325370546
Tm2 Ir1 Pd1,13.189317186080928
Tm2 Ir1 Pt1,15.087261148385656
Tm2 Ir1 Rh1,13.58792604282224
Tm2 Ir1 Ru1,13.687624690827963
Tm2 Mg1,7.232876291724227
Tm2 Mg1 Al1,6.759787084210736
Tm2 Mg1 Cd1,7.639591032147642
Tm2 Mg1 In1,7.7356707548798385
Tm2 Mg1 Ir1,10.684569529900685
Tm2 Mg1 Os1,10.78040915978212
Tm2 Mg1 Ru1,8.925267483495304
Tm2 Mg1 Tc1,8.782571101787164
Tm2 Mg1 Tl1,9.030164895239446
Tm2 Mg2 O5,7.346223062566305
Tm2 Mn1 Os1,12.0588619066963
Tm2 Mo2 C3,9.261531015781973
Tm2 Ni1 Ge6,8.108786666225987
Tm2 Ni1 Ir1,12.953297322187494
Tm2 Ni1 Os1,13.076345218787614
Tm2 Ni1 Pt1,12.720557100283978
Tm2 Ni1 Ru1,10.998167647794332
Tm2 Ni1 Sn6,8.529681644675522
Tm2 Ni2 Pb1,10.810698135119816
Tm2 O3,9.79040709410051
Tm2 Os1 Au1,14.623368705273595
Tm2 Os1 Pd1,13.325228581459308
Tm2 Os1 Rh1,13.660419985050096
Tm2 Os1 Ru1,13.72845906151859
Tm2 Pd1 Au1,12.347834553325326
Tm2 Pd1 Pt1,12.901433873654591
Tm2 Pd1 Rh1,11.29549117698816
Tm2 Pd1 Ru1,11.420546709721144
Tm2 Pd2 O5,9.406865193378737
Tm2 Pt1 Rh1,13.228784884433818
Tm2 Ru1 Au1,12.810616376392703
Tm2 Ru1 Pt1,13.385247795442272
Tm2 Ru1 Rh1,11.74647320512234
Tm2 S1 O2,8.430095389158566
Tm2 Sb1 Te1,8.505958951235757
Tm2 Se1 O2,8.728808541985662
Tm2 Si3 Pt3,10.037106837398388
Tm2 Tc1 Ag1,10.78335959344135
Tm2 Te1 O2,8.985364363456233
Tm2 Te1 S2,6.02708870637711
Tm2 Te3,0.3736028007161054
Tm2 Ti1 Ge2,6.961348460590186
Tm2 Tl1 Ag1,10.830510772191875
Tm2 Tl1 Cd1,10.49585955214866
Tm2 Tl1 Hg1,11.97890784583242
Tm2 Tl1 Zn1,10.439794678300418
Tm2 Zn1 Ag1,9.364122857324077
Tm2 Zn1 Au1,11.23248049380946
Tm2 Zn1 Cu1,9.280886534643567
Tm2 Zn1 Ga1,8.98026340779626
Tm2 Zn1 Hg1,10.653143536567972
Tm2 Zn1 In1,9.00641523701346
Tm2 Zn1 Ir1,12.173761073587908
Tm2 Zn1 Os1,12.277851465653812
Tm2 Zn1 Pd1,10.006515849326153
Tm2 Zn1 Pt1,11.81933305124868
Tm2 Zn1 Rh1,10.266418375821148
Tm2 Zn1 Ru1,10.37570332935446
Tm2 Zn1 Tc1,10.21672634575186
Tm3 Al1,8.576577167445244
Tm3 Al1 C1,6.0822368104542175
Tm3 Al1 N1,8.844354346171395
Tm3 Ga1,9.495549396175472
Tm3 Ga1 C1,6.849329248051409
Tm3 Ga5 Ni1,9.007441107122862
Tm3 Ge1,9.584917287129343
Tm3 Hg1,11.008475495486223
Tm3 In1,9.331648463443088
Tm3 In1 C1,6.301307211785533
Tm3 In1 N1,9.965413645557147
Tm3 In4 Co2,9.36743754990525
Tm3 Lu1,9.3733691797353
Tm3 Mg1,7.7242953477033
Tm3 Mn3 Ga2 Si1,8.435443126909435
Tm3 P1,9.801893866418064
Tm3 Pb1,10.675962596845332
Tm3 Pb1 C1,10.65508075125338
Tm3 Sc1,7.935159143623187
Tm3 Si1,9.353189608057024
Tm3 Sn1,9.514881191282551
Tm3 Sn1 C1,6.280521796464686
Tm3 Tl1,10.577092463759126
Tm3 Tl1 C1,7.091993122080632
Tm3 V1,8.84409904952976
Tm5 Mg1,8.22373544324688
Tm6 Co1 Bi2,10.3059479641509
Tm6 Fe1 Bi2,10.166883314601716
Tm6 Fe1 Sb2,9.370439066515322
V1,6.0743780976875925
V1 Ag3 Hg1 O4,7.260232839310607
V1 Ag3 O4,5.694009575080282
V1 Ag4 O4,6.412175984398501
V1 As1,6.798085595783109
V1 As1 Ru1,7.843577965456112
V1 As2,6.806542435055741
V1 Au1,12.955689123644753
V1 Au1 S2,7.572687925065098
V1 Au2,14.57222450590015
V1 Au3,15.284403594992495
V1 Au4,16.10157918508274
V1 B1,5.631694260998425
V1 B1 C1,5.305887518137813
V1 B1 O4,2.3860136925328965
V1 B2,5.108570690305548
V1 B2 Ru1,7.591180491793314
V1 B2 S4,3.057137597670581
V1 B4 Os1,8.836343844460476
V1 Bi1,10.133660974118778
V1 Bi1 O3,8.361422175665389
V1 Bi1 O4,5.3415826751535525
V1 Bi2,10.708620926506653
V1 Br1 O1,4.026289121319713
V1 Br2,4.065954415128114
V1 Br2 O1,3.889864694090656
V1 Br3,3.3521697686378094
V1 C1,5.752729771358847
V1 C1 N2,4.091241263623766
V1 C3,4.663641959364583
V1 Cd1 Cu3 Se4,5.493635861296899
V1 Cd1 O3,6.197507247700209
V1 Cl2,2.8731129866678584
V1 Cl2 O1,2.689656585402629
V1 Cl3,2.4816248071365563
V1 Co1,7.516367747422577
V1 Co1 N2,6.849031615315307
V1 Co1 Ni1 Pd1,9.03222450425584
V1 Co1 O3,4.868720275483928
V1 Co1 Sb1,7.775566358159195
V1 Co1 Sn1,7.251271317014256
V1 Co1 Te1,7.819808764414102
V1 Co2 Ge1,8.331148436724714
V1 Co2 Se4,6.675855460766227
V1 Co2 Si1,7.224816669157071
V1 Co2 Sn1,8.760355344451352
V1 Co3,8.290084369843408
V1 Co4,8.429408884247453
V1 Cr1,6.919500540989708
V1 Cr1 As2,6.795390751762506
V1 Cr1 B2,5.92694804709105
V1 Cr1 B4,5.25908721384691
V1 Cr1 C2,6.0189161382308605
V1 Cr1 Fe2,7.540173714442047
V1 Cr1 Ge1 C1,6.724680239439706
V1 Cr1 Mo1,8.049292062712777
V1 Cr1 Mo2,0.956230961495047
V1 Cr1 N2,6.103158352933647
V1 Cr1 P2,5.3616964928401325
V1 Cr1 Re2,1.205385862921093
V1 Cr1 Se2,5.984249232759086
V1 Cr1 W2,1.1207622575165097
V1 Cr2 Mo1,0.5260948299645901
V1 Cr2 Re1,0.5698108325996025
V1 Cr2 S4,4.105472347198461
V1 Cr2 Si6,4.8855168957891735
V1 Cr2 Te4,6.41648553962947
V1 Cr2 W1,0.6844339342060657
V1 Cr3,7.195388401069678
V1 Cr3 As4,6.725232042317877
V1 Cu1 N2,4.843264179629937
V1 Cu1 O2,5.211602179724571
V1 Cu1 O3,3.3708740038573914
V1 Cu1 Rh2,9.92887688179836
V1 Cu3 Hg1 Se4,5.995924192976784
V1 Cu3 O4,5.327137674437762
V1 Cu3 Pb1 Se4,5.759514299741586
V1 Cu3 S4,3.88140759033464
V1 Cu3 Se2 S2,4.601246404340043
V1 Cu3 Se4,5.130520106979627
V1 Cu3 Te2 Se2,5.668925269912123
V1 Cu3 Te3 Se1,5.865788059208853
V1 Cu3 Te4,6.029626921710664
V1 F2,3.7077847145255394
V1 F3,3.2334633014032264
V1 F4,2.961631197078204
V1 Fe1,7.331959510292122
V1 Fe1 As1,7.730056178762324
V1 Fe1 As2,7.339262574470758
V1 Fe1 Co1 As1,8.288132325928233
V1 Fe1 Co1 Ge1,8.292997638074112
V1 Fe1 Co1 Sb1,8.82121173181323
V1 Fe1 Co1 Si1,7.132296934212773
V1 Fe1 Cu2 O4,5.319297943709191
V1 Fe1 N2,6.471618980466511
V1 Fe1 Ru2,9.43695113629398
V1 Fe1 Sb1,6.7666573976884905
V1 Fe1 Se1,7.123873725389092
V1 Fe1 Te1,7.844460365725257
V1 Fe2 S4,4.922054403236986
V1 Fe2 Se4,1.339554453446133
V1 Fe2 Si1,7.112631390743094
V1 Fe2 Sn1,8.806481150049903
V1 Fe3,7.683794865977745
V1 Fe3 Si4,5.907107485677301
V1 Fe4,7.78233117376199
V1 Ga1,6.892405334732054
V1 Ga1 Co2,8.311592221775063
V1 Ga1 Fe1 Co1,8.277895572126218
V1 Ga1 Fe2,8.260081173969906
V1 Ga1 Ni1,6.467600352880113
V1 Ga1 Ni2,8.117878868017439
V1 Ga1 Ni6,8.70587912022163
V1 Ga1 Os2,1.1152651669349314
V1 Ga1 Pt1,10.260869680393236
V1 Ga1 Ru2,9.793417879796804
V1 Ga1 Tc2,9.299074740602874
V1 Ga2 Fe1 Co4,8.444547965202384
V1 Ge1 Pt1,10.32858097323463
V1 Ge1 Rh1,7.678963529281032
V1 Ge1 Ru2,9.73706269825966
V1 Ge2,7.316373404167832
V1 Ge3,6.737782422538227
V1 H1,5.393343919991297
V1 H2,4.697635520449194
V1 Hg1 O3,8.618806919094467
V1 Hg3,12.877447225632352
V1 I1,4.610902781981324
V1 I2,4.836882798052367
V1 I3,3.956815624286532
V1 In1 Pt1,10.04210440527784
V1 In1 Ru2,0.4811595860310741
V1 In3,7.5050512492471135
V1 In3 S4,4.172035136581711
V1 In3 Se4,5.117376201261506
V1 Ir1,14.466041977585895
V1 Ir1 O3,7.981411816898523
V1 Ir3,18.41433770791228
V1 Mo1,8.0551460741648
V1 Mo1 As2,7.717775879929066
V1 Mo1 O5,3.521983696557019
V1 Mo1 W2,0.8311044822805373
V1 Mo2 S4,5.417967945934413
V1 N1,4.931553984051704
V1 N2 Cl6,2.1100484680260645
V1 N2 F6,2.507517269013312
V1 Ni1,7.597136040713457
V1 Ni1 N2,6.569881318279349
V1 Ni1 Sb1,7.453169028261818
V1 Ni2,8.166036424029102
V1 Ni2 Sn1,8.677283582015702
V1 Ni3,8.331487511497707
V1 O1,5.163733621982276
V1 O1 F1,3.856107875833952
V1 O1 F2,3.2819066395837884
V1 O2,2.563009623267051
V1 O2 F1,2.480383022516491
V1 O3,3.4120993824669177
V1 Os1,14.221498890387643
V1 Os1 Cl1,9.18077053567051
V1 Os1 O3,8.01920057245928
V1 P1,4.849041530675833
V1 P2,4.5571322440882245
V1 Pb1 O3,8.35869929314855
V1 Pd2,10.036633909195071
V1 Pd3,10.3096025757866
V1 Pd4,10.550245519433933
V1 Pt1,14.037852660273506
V1 Pt1 O3,8.804705797753165
V1 Pt2,16.537934212389263
V1 Pt3,17.47473626127471
V1 Pt8,19.324671798604008
V1 Re1,13.834591055750868
V1 Re1 Mo1,12.41983616283511
V1 Re1 Mo2,0.949225457776384
V1 Re1 W2,1.2344578876394618
V1 Re2 Mo1,0.7332901484702075
V1 Re2 Si1,1.1038013481926598
V1 Re2 W1,1.3476080851374574
V1 Rh1,9.269430676489886
V1 Rh1 O4,5.696323528076896
V1 Rh3,10.74056923452246
V1 Ru1,9.21288886283982
V1 Ru3,10.562972990053895
V1 Ru3 C1,9.476167370549405
V1 Ru4,10.693059186104696
V1 S1,4.428525270515567
V1 S2,0.6741771457119657
V1 Sb1,6.911122143682212
V1 Sb1 O4,0.048758576738792
V1 Sb1 Rh1,8.129796724617197
V1 Sb1 Ru1,8.23361857004672
V1 Sb2,7.992845533792407
V1 Se1,4.984251147331247
V1 Se2,5.08600147515682
V1 Si1 Ge1,6.083438567762505
V1 Si1 Os2,14.249899703178128
V1 Si1 Pt1,9.224063359276554
V1 Si1 Rh1,6.45165293593962
V1 Si1 Ru2,8.864955407904581
V1 Si1 Tc2,8.485054381177457
V1 Si2,4.640041982589596
V1 Sn1 Pd1,7.854548231776744
V1 Sn1 Pt1,10.286313954064376
V1 Sn1 Rh1,8.114247220126344
V1 Sn1 Rh2,9.874169071033334
V1 Sn1 Ru2,0.5503761847608724
V1 Sn3,7.473858933412427
V1 Tc1,8.926404522114195
V1 Tc2 Ge1,9.467982552863496
V1 Tc2 Mo1,0.8382943129652742
V1 Tc2 W1,0.9479178878908124
V1 Te1,6.681206277916178
V1 Te1 O3,6.203804357410974
V1 Te1 Ru1,8.276440114739463
V1 Te2,6.31608048509934
V1 W1,13.073760446546537
V1 W1 C2,10.92554584447872
V1 W2 C3,12.4900124100446
V1 W3,16.128243947983474
V1 Zn1 Co2,0.6926714892977127
V1 Zn1 Cu3 Se4,5.538384245587682
V1 Zn1 F6,3.4391532219481995
V1 Zn1 Fe2,0.6075586938405791
V1 Zn1 O3,5.05143604595241
V1 Zn1 Rh2,9.62199275937567
V1 Zn1 Ru2,9.682978070627335
V1 Zn3,7.294935890206952
V2 As1 C1,6.552641495935085
V2 C1,5.427305449644111
V2 C1 N1,5.949045922665799
V2 Cd1 O6,3.967290152182634
V2 Co1 O6,2.3584026960373974
V2 Co1 S4,4.810178906133225
V2 Co1 Se4,6.643341464325933
V2 Cr1 Fe1,7.3484345413528995
V2 Cr1 Mo1,0.6233956594638395
V2 Cr1 Os1,10.874371310076796
V2 Cr1 Re1,10.618552804174003
V2 Cr1 Ru1,8.137760298066473
V2 Cr1 S4,4.340097815339531
V2 Cr1 Se4,6.122050279610108
V2 Cr1 Tc1,7.9547447260842175
V2 Cr1 Te4,6.394114750112505
V2 Cr1 W1,0.7193116517266313
V2 Cr2 Fe1,7.1015492015028014
V2 Cu1 Br1,7.140591307147658
V2 Cu1 O6,4.061627178249269
V2 Fe1 Ge1,7.57956372655151
V2 Fe1 Mo1,0.6351891954291184
V2 Fe1 Os1,0.945537919032533
V2 Fe1 Re1,0.7738959417672607
V2 Fe1 S4,4.646491587081812
V2 Fe1 Se4,6.178052012715455
V2 Fe1 Si1,6.40181089068241
